portfolio,date,net_return,gross_return,tc_cost,turnover,n_stocks
xgb_gr_top_pct_10,2017-11-30,0.041958666140398684,0.0421729518546844,0.00021428571428571433,0.2142857142857143,55
xgb_gr_top_pct_10,2017-12-31,0.027468523340467135,0.027861380483324278,0.00039285714285714293,0.3928571428571429,56
xgb_gr_top_pct_10,2018-01-31,0.043315924544616996,0.04353021025890271,0.00021428571428571433,0.2142857142857143,55
xgb_gr_top_pct_10,2018-02-28,-0.031818946605932034,-0.031555788711195194,0.00026315789473684215,0.26315789473684215,56
xgb_gr_top_pct_10,2018-03-31,-0.004843820095845215,-0.004654164923431422,0.00018965517241379315,0.18965517241379315,57
xgb_gr_top_pct_10,2018-04-30,0.00201178594431526,0.0023677181477050908,0.0003559322033898306,0.35593220338983056,59
xgb_gr_top_pct_10,2018-05-31,0.037270054530685985,0.03742522694447909,0.00015517241379310343,0.15517241379310343,57
xgb_gr_top_pct_10,2018-06-30,0.015375244634866206,0.01569727853317129,0.0003220338983050848,0.3220338983050848,58
xgb_gr_top_pct_10,2018-07-31,0.00908725036821232,0.009453917034878986,0.0003666666666666667,0.3666666666666667,60
xgb_gr_top_pct_10,2018-08-31,0.011078080528576825,0.011244747195243493,0.00016666666666666663,0.16666666666666663,58
xgb_gr_top_pct_10,2018-09-30,-0.018554288883098603,-0.01822095554976527,0.00033333333333333343,0.33333333333333337,58
xgb_gr_top_pct_10,2018-10-31,-0.07016095247302048,-0.069957562642512,0.00020338983050847457,0.2033898305084746,57
xgb_gr_top_pct_10,2018-11-30,0.060983473868254506,0.06120761179928899,0.00022413793103448276,0.22413793103448276,58
xgb_gr_top_pct_10,2018-12-31,-0.09045467521511419,-0.09010467521511419,0.00035,0.35,59
xgb_gr_top_pct_10,2019-01-31,0.1465995062938944,0.14684088560423922,0.00024137931034482764,0.24137931034482762,58
xgb_gr_top_pct_10,2019-02-28,0.01434210184762161,0.014545491678130084,0.00020338983050847457,0.2033898305084746,58
xgb_gr_top_pct_10,2019-03-31,-0.015694518582696628,-0.0155250270572729,0.00016949152542372882,0.1694915254237288,59
